,sno,complaint,complaint_description,complaint_type,recieved_date,incident_date,county,incident_closed_date,incident_status_desc,incident_zip
598,599,140761,"Caller said that their tenant complained of a strong ""alcohol"" odor near H&S Bakery in Baltimore City on the night of March 30, 2023.",Odor,2023-04-05,2023-03-30,Baltimore City,2023-04-07,Incident Closed - No further action,21231
599,600,140760,Indoor air.  Mold in basement.,Air,2023-04-05,2023-04-05,Anne Arundel,2023-04-05,Incident Closed-No Violation Observed,
600,601,140757,Odor Complaint,Odor,2023-03-24,2023-03-24,Dorchester,2023-03-24,Incident Closed - No further action,21835
601,602,140756,Odor Complaint,Odor,2023-04-03,2023-04-03,Baltimore City,2023-04-03,Incident Closed - No further action,21224
602,603,140752,"3/29/2023 picture of dust.  4/3/2023 Video shows dust exiting building through a window fan.  Site inspection 4/3/2023, no activity at the time of the site inspection.",Air,2023-04-04,2023-04-03,Frederick,2023-06-21,Incident Closed-Managed,
603,604,140751,Smoke from neighbor's fire pit,Air,2023-04-04,2023-04-02,Anne Arundel,2023-04-04,Incident Closed-No Violation Observed,
604,605,140750,Severe chemical odor/ fumes coming from Appalachian Railcar/ Cathcart. Also noise concerns.,"Air, Fumes, Odor",2023-03-31,2023-03-31,Cecil,2023-04-03,Incident Closed-Managed,21920
605,606,140734,Dust from sand blasting & spray painting vehicles without containment.  Picture of dust submitted from 3/29/2023.,Air,2023-03-31,2023-03-29,Frederick,2023-06-21,Incident Closed-Managed,21757
606,607,140732,Concern of dust from hired contractor to renovate property,Other,2023-03-29,2023-03-29,Prince George's,2023-03-31,Incident Closed-Managed,
607,608,140729,Roofing concern,Other,2023-03-29,,Baltimore,2023-03-30,Incident Closed - No further action,
608,609,140728,Neighbor is open burning,Smoke,2023-03-28,,Baltimore,,Referred to Outside Agency,
609,610,140726,Open burning yard waste creating a nuisance.,"Odor, Smoke",2023-03-30,2023-03-26,Caroline,,Referred to Outside Agency,21629
610,611,140716,Tar odors/ fumes causing health concerns at Poolesville High School. Is requesting that MDE test the air at Poolesville High School.,"Air, Fumes, Odor",2023-03-27,2023-03-27,Montgomery,,Referred to Outside Agency,20837
611,612,140715,concern of burning tire in Riverdale/College park,Other,2023-03-27,2023-03-27,Prince George's,2023-03-29,Incident Closed-Managed,
612,613,140714,Concern of odor from asphalt plant on E windy day,Odor,2023-03-27,2023-03-27,Howard,2023-06-06,Incident Closed-Managed,21075
613,614,140713,Odor,Odor,2023-03-24,2023-03-24,Dorchester,2023-03-24,Incident Closed-Managed,21835
614,615,140712,Tar odors/ fumes causing health concerns at Poolesville High School. Was informed MDE would being inspecting Poolesville High School from another parent.,"Air, Fumes, Odor",2023-03-27,2023-03-27,Montgomery,2023-09-21,Incident Closed-Managed,20837
615,616,140710,Noxious odor throughout downtown Bethesda.,"Air, Fumes, Odor, Smoke",2023-03-27,2023-03-27,Montgomery,2023-03-28,Incident Closed-Managed,
616,617,140709,Smokey odors in air throughout Takoma Park and Silver Spring.,"Air, Fumes, Smoke",2023-03-27,2023-03-27,Montgomery,2023-03-28,Incident Closed-Managed,
617,618,140708,Students and staff at Poolesville High School are being exposed to toxic fumes from roof tarring and construction activity.,"Air, Fumes, Odor",2023-03-22,2023-03-22,Montgomery,,Referred to Outside Agency,20837
618,619,140707,Odor,Air,2023-03-28,2023-03-26,Anne Arundel,,Under Investigation,21060
619,620,140706,"Burning plastic, acrid odor in the area.",Air,2023-03-28,2023-03-27,Anne Arundel,2023-03-28,Incident Closed - No further action,
620,621,140705,Freon Release,Air,2023-03-28,2023-03-28,Not Yet Determined,,Referred to Outside Agency,
621,622,140704,Open Burning at residence. Odors of burning plastics and oils.,"Fumes, Odor, Open Burning",2023-03-22,2023-03-22,Carroll,,Referred to Outside Agency,21776
622,623,140700,See complaint #140690,Fugitive Dust/Particulate Matter,2023-03-26,,Harford,2023-03-27,Incident Closed-No Violation Observed,21001
623,624,140696,Odor Complaint,Odor,2023-03-22,2023-03-22,Anne Arundel,2023-03-22,Incident Closed - No further action,21226
624,625,140690,Dust from crushing,Fugitive Dust/Particulate Matter,2023-03-23,,Harford,2023-03-27,Incident Closed-No Violation Observed,
625,626,140676,Smoke from neighbor smoking and burning incense inside apartment building.,Air,2023-03-22,2023-03-22,Anne Arundel,2023-03-22,Incident Closed - No further action,
626,627,140674,Dust from sawing,Fugitive Dust/Particulate Matter,2023-03-21,,Baltimore,2023-03-28,Incident Closed-No Violation Observed,
627,628,140673,Smoke coming from crematory stack.,Smoke,2023-03-18,,Baltimore,2023-03-22,Incident Closed-No Violation Observed,21228
628,629,140671,Dust created from sandblasting & spray painting vehicles.  Dust crosses property line.  Pictures submitted.,Air,2023-03-22,2023-03-22,Frederick,,Under Investigation,21757
629,630,140670,Dust created from sand blasting and spray painting vehicles.  Dust crosses property line.  Pictures submitted.,Air,2023-03-22,2023-03-21,Frederick,,Under Investigation,21757
630,631,140654,Smoke from neighbor's indoor wood burning stove.,Air,2023-03-20,2023-03-20,Anne Arundel,2023-03-28,Incident Closed - No further action,
631,632,140652,indoor air quality in a school,Other,2023-03-15,2023-03-13,Queen Anne's,2023-03-15,Incident Closed-Managed,21638
632,633,140651,Open burning creating a nuisance.,Open Burning,2023-03-14,2023-03-14,Somerset,2023-03-15,Incident Closed-Managed,21853
633,634,140649,He smells an industrial odor in the residential neighborhood.,Odor,2023-03-17,2023-03-17,Baltimore City,2023-03-17,Incident Closed-Managed,
634,635,140648,He smells an industrial odor in the residential neighborhood.,Odor,2023-03-12,2023-03-12,Baltimore City,2023-03-17,Incident Closed-Managed,
635,636,140647,He smells an industrial odor in the residential neighborhood.,Odor,2023-03-10,2023-03-10,Baltimore City,2023-03-17,Incident Closed-Managed,
636,637,140646,Fumes coming from nearby farm,Fumes,2023-03-17,,Baltimore,2023-03-17,Incident Closed - No further action,
637,638,140645,Question regarding burn,Other,2023-03-13,,St. Mary's,2023-03-17,Incident Closed - No further action,
638,639,140644,White specks on car.,Other,2023-03-13,,Baltimore,2023-03-17,Incident Closed - No further action,
639,640,140640,Odor Complaint,Odor,2023-03-10,2023-03-10,Dorchester,2023-03-10,Incident Closed - No further action,21835
640,641,140637,He smells an industrial odor in the residential neighborhood.,Odor,2023-03-01,2023-03-01,Baltimore City,2023-03-15,Incident Closed-Managed,
641,642,140636,That there is an industrial related odor in the Curtis Bay area.,Odor,2023-02-28,2023-02-28,Baltimore City,2023-03-15,Incident Closed - No further action,
642,643,140635,Traffic lights causing long car idling which is bad for air quality.,Air,2023-02-28,2023-02-28,Baltimore City,2023-03-15,Incident Closed - No further action,
643,644,140634,Rotten fish and trash odor in her neighborhood.,Air,2023-03-15,2023-03-10,Anne Arundel,,Under Investigation,21060
644,645,140633,Odor Complaint,Odor,2023-03-01,2023-03-01,Anne Arundel,2023-03-01,Incident Closed - No further action,21226
645,646,140632,Odor Complaint,Odor,2023-03-01,2023-03-01,Anne Arundel,2023-03-01,Incident Closed - No further action,21226
646,647,140628,Odor Complaint,Odor,2023-02-22,2023-02-22,Dorchester,2023-02-22,Incident Closed - No further action,21835
647,648,140627,Concerns regarding marijuana smoke infiltrating condominium unit from neighboring condominium units.,"Air, Odor, Smoke",2023-03-13,2023-03-13,Montgomery,,Referred to Outside Agency,
648,649,140626,"Open burning. Two burn pits, thick black smoke, neighbors had to flee.  One burn pit closer to the stream, one closer to the house.","Air, Open Burning, Smoke",2023-03-08,2023-03-08,Cecil,,Referred to Outside Agency,21904
649,650,140624,Explained as a gas & trash burning odor.,Air,2023-03-13,2023-03-10,Anne Arundel,2023-03-13,Incident Closed-No Violation Observed,
650,651,140618,Foul odor detected in the neighborhood.  Odor survey to be conducted.,Air,2023-03-10,2023-03-09,Anne Arundel,,Under Investigation,21060
651,652,140616,Odors in Perry Hall,Odor,2023-03-10,,Baltimore,2023-03-10,Incident Closed - No further action,
652,653,140614,Black smoke and big bang,Smoke,2023-03-09,,Baltimore,2023-03-10,Incident Closed - No further action,
653,654,140613,Manure odors,Odor,2023-03-09,,Baltimore,2023-03-10,Incident Closed - No further action,
654,655,140612,Mulch odors,Odor,2023-03-09,,Baltimore,2023-03-10,Incident Closed - No further action,
655,656,140610,Tar odors from construction at Poolesville High School. Concerned with health effects.,"Air, Fumes, Odor",2023-03-07,2023-03-07,Montgomery,,Referred to Outside Agency,20837
656,657,140607,"Several implosion sounds, house shook, black smoke plumes in the air.  Pictures attached.
One additional complaint came in today about the sound situation.  That Complainant from Harford County mentioned Aberdeen.",Air,2023-03-10,2023-03-09,Anne Arundel,,Under Investigation,21122
657,658,140593,Intermittent odor from unknown source in industrial park,Odor,2023-03-07,2023-03-05,Wicomico,2023-03-07,Incident Closed-Managed,21801
658,659,140590,Leaking DAF storage tank,Other,2023-03-06,2023-03-06,Wicomico,,Referred to LMA,21830
659,660,140587,concern of gas leak in the area,Other,2023-03-03,2023-03-03,Howard,2023-03-06,Incident Closed-Managed,
660,661,140585,concern of illegal painting booth,Other,2023-03-06,2023-02-28,Not Yet Determined,2023-03-06,Incident Closed-Managed,
661,662,140582,Dust from sandblasting vehicles and overspray from spray painting vehicles.  Dust & overspray accumulating on his vehicle and into his house next door.,Air,2023-03-06,2023-03-03,Frederick,,Clean-up Initiated,
662,663,140576,Smoke from open burning.,Air,2023-03-03,2023-03-02,Anne Arundel,2023-03-10,Incident Closed - No further action,
663,664,140569,Dust from sandblasting outside and from inside building.  Spray paint overspray& dust traveling through air to neighbor's house,Air,2023-03-02,2023-03-01,Frederick,,Clean-up Initiated,21757
664,665,140560,Dust-Unknown Substance,Fugitive Dust/Particulate Matter,2023-02-24,2023-02-24,Washington,2023-03-15,Incident Closed - No further action,21782
665,666,140558,Concerned with reports online of white ash falling from the sky in areas of Maryland. Would like to know if MDE has a plan of action for the concerns.,"Air, Fugitive Dust/Particulate Matter",2023-02-24,2023-02-24,Carroll,2023-02-27,Incident Closed-Managed,
666,667,140556,Dust-Unknown Substance,Fugitive Dust/Particulate Matter,2023-02-24,2023-02-23,Washington,2023-03-15,Incident Closed - No further action,21782
667,668,140555,Open burning creating nasty smoke.,Open Burning,2023-02-23,2023-02-23,Wicomico,2023-02-28,Incident Closed-No Violation Observed,21804
668,669,140549,Dust-Unknown Substance,Fugitive Dust/Particulate Matter,2023-02-24,2023-02-24,Washington,2023-03-15,Incident Closed - No further action,
669,670,140547,Dust-Unknown Substance,Fugitive Dust/Particulate Matter,2023-02-24,2023-02-24,Washington,2023-03-15,Incident Closed - No further action,
670,671,140544,White ash falling from sky,Fugitive Dust/Particulate Matter,2023-02-24,,Baltimore,2023-02-24,Incident Closed - No further action,
671,672,140543,Suspicious powder on her vehicles,Fugitive Dust/Particulate Matter,2023-02-24,,Baltimore,2023-02-24,Incident Closed - No further action,
672,673,140541,"Foul, pungent odor detected in the Tanyard Cove neighborhood.",Air,2023-02-24,2023-02-24,Anne Arundel,2023-03-03,Incident Closed-No Violation Observed,21060
673,674,140540,"Smoke odor, possibly from neighbor burning trash in their yard.",Air,2023-02-24,2023-02-23,Anne Arundel,2023-03-01,Incident Closed-No Violation Observed,21225
674,675,140539,"Dead fish, sulfur odor detected near 6730 Baymeadow Drive.",Air,2023-02-24,2023-02-23,Anne Arundel,2023-03-01,Incident Closed-No Violation Observed,21060
675,676,140538,"Dead fish, sulfur odor detected in the air in her neighborhood.",Air,2023-02-24,2023-02-23,Anne Arundel,2023-03-01,Incident Closed-No Violation Observed,21060
676,677,140537,Concern of asphalt plant smell in the area,Other,2023-02-22,2023-02-22,Prince George's,2023-02-24,Incident Closed-Managed,
677,678,140535,Air pollution from aircraft.,ARA AQCP non-regulated entity,2023-02-23,,Baltimore,2023-02-24,Incident Closed - No further action,
678,679,130532,Neighbor is venting exhaust.,Other,2023-02-23,,Baltimore,2023-02-23,Incident Closed - No further action,
679,680,130528,A business is barrel burning at Westside Shopping Center by Frederick Avenue.,Open Burning,2023-02-15,2023-02-15,Baltimore City,2023-02-22,Incident Closed-Managed,
680,681,130527,He smells an industrial odor in the residential neighborhood.,Odor,2023-02-19,2023-02-19,Baltimore City,2023-02-22,Incident Closed-Managed,
681,682,130526,He smells an industrial odor in the residential neighborhood.,Odor,2023-02-16,2023-02-16,Baltimore City,2023-02-22,Incident Closed-Managed,
682,683,130525,He smells an industrial odor in the residential neighborhood.,Odor,2023-02-09,2023-02-09,Baltimore City,2023-02-22,Incident Closed-Managed,
683,684,130524,He smells an industrial odor in the residential neighborhood.,Odor,2023-02-07,2023-02-07,Baltimore City,2023-02-22,Incident Closed-Managed,
684,685,130523,illegal auto body shop,Other,2023-02-21,2023-02-21,Howard,2023-03-15,Incident Closed-Managed,
685,686,130519,Odors coming from county sewer line project.,Odor,2023-02-21,,Baltimore,2023-02-21,Incident Closed - No further action,
686,687,130518,Odors coming from county project of relining the sewer pipes.,Odor,2023-02-17,,Baltimore,2023-02-21,Incident Closed - No further action,
687,688,130517,Open burning done by landscaping company creating a nuisance.,Open Burning,2023-02-16,2023-02-16,Dorchester,2023-02-27,Incident Closed-Managed,21613
688,689,130507,He smells an industrial odor in the residential neighborhood.,Odor,2023-02-05,2023-02-05,Baltimore City,2023-02-16,Incident Closed-Managed,
689,690,130506,He smells an industrial odor in the residential neighborhood.,Odor,2023-01-31,2023-01-31,Baltimore City,2023-02-16,Incident Closed-Managed,
690,691,130505,He smells an industrial odor in the residential neighborhood.,Odor,2023-01-29,2023-01-29,Baltimore City,2023-02-16,Incident Closed-Managed,
691,692,130504,He smells an industrial odor in the residential neighborhood.,Odor,2023-01-24,2023-01-24,Baltimore City,2023-02-16,Incident Closed-Managed,
692,693,130503,He smells an industrial odor in the residential neighborhood.,Odor,2023-01-22,2023-01-22,Baltimore City,2023-02-16,Incident Closed-Managed,
